# Three of these six are live in any one game -- the seed
# decides which. Written by hints.py from clauses.py; see
# hints.py on why the sentences are unique and what they
# assert is not.
# landmark	descriptor	sentence
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor	protected_only_recently	SIGHTING. A ferry hand puts her there. There was scaffolding up and a notice explaining a restoration that had only just been funded.
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor	something_famous_happened_here	NOTE. Left for us by a bus conductor. There was a plaque, and the plaque was the reason anyone came.
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor	worked_the_same_way_for_centuries	WIRE. From a customs broker, unconfirmed: they still do it there the way it has always been done.
Simien Mountains National Park	a_garden	WIRE. Relayed by a chemist and not yet checked: everything green in it had been put there on purpose.
Simien Mountains National Park	a_national_park	REPORT. Taken from a coach driver, who was reluctant: the whole of it is a national park and she needed a permit.
Simien Mountains National Park	in_africa	RUMOUR. A coach driver has been paid twice for this and it has not changed: the money that changed hands was African money.
Simien Mountains National Park	no_coast_in_this_country	WIRE. From a night porter, unconfirmed: nothing on any menu had come out of the water that morning.
Simien Mountains National Park	the_last_animals_of_their_kind	WIRE. Relayed by a doctor's receptionist and not yet checked: there are animals there that are nowhere else, and not many of them.
Simien Mountains National Park	you_cannot_stop_looking_at_it	STATEMENT. A ticket clerk, who has no reason to invent it, says the postcards do not do it justice, and everybody says so, and they are right.
Sinai Peninsula	dry_country	WIRE. From a cook, unconfirmed: the ground had not been rained on in living memory.
Sinai Peninsula	in_africa	WIRE. From a photographer touting for trade, unconfirmed: the wire came through an African exchange.
Sinai Peninsula	in_the_arab_league	STATEMENT. A laundry woman will swear to this and to nothing else: the country sits with the Arab League and the holidays follow it.
Sinai Peninsula	in_the_islamic_conference	RUMOUR. A hotel telephonist has been paid twice for this and it has not changed: the country sits in the Islamic conference and keeps its calendar.
Sinai Peninsula	ringed_by_water	SIGHTING. A border guard's wife puts her there. There was water on every side of it and no bridge.
Sinai Peninsula	water_at_its_feet	RUMOUR. They are saying, on the word of a printer's apprentice, that there was a jetty, and things arrived at it.
Singapore Botanic Gardens	a_garden	STATEMENT. A bank teller will swear to this and to nothing else: it is kept, and keeping it is somebody's whole job.
Singapore Botanic Gardens	inside_the_tropics	RUMOUR. A market porter has been paid twice for this and it has not changed: the heat came straight down rather than across.
Singapore Botanic Gardens	protected_only_recently	RUMOUR. A waiter who served her twice has been paid twice for this and it has not changed: it was listed recently enough that the old guidebooks call it nothing in particular.
Singapore Botanic Gardens	the_old_empire_in_common	REPORT. Taken from a cook, who was reluctant: the country still sends a team to the same games we do.
Singapore Botanic Gardens	thick_with_visitors	REPORT. A nurse coming off shift states that the queue was an hour long and she stood in all of it.
Singapore Botanic Gardens	traffic_keeps_left	WIRE. From a printer's apprentice, unconfirmed: the traffic came at her from the side she was not watching.
Sinharaja Forest Reserve	a_reserve	RUMOUR. They are saying, on the word of a bar steward, that the land is protected and there were signs saying what not to do.
Sinharaja Forest Reserve	living_things_doing_what_they_do	REPORT. A diver working the harbour states that something living happens there on a scale that needs the whole valley.
Sinharaja Forest Reserve	protected_in_the_eighties_or_nineties	RUMOUR. They are saying, on the word of a hall porter, that the preservation order is about forty years old and the paperwork is typed.
Sinharaja Forest Reserve	the_last_animals_of_their_kind	WIRE. From a customs broker, unconfirmed: the whole protection of it is for the sake of things that are nearly gone.
Sinharaja Forest Reserve	the_old_empire_in_common	STATEMENT. A barber will swear to this and to nothing else: the country still sends a team to the same games we do.
Sinharaja Forest Reserve	within_living_memory	RUMOUR. They are saying, on the word of a hall porter, that it is new enough that somebody alive watched it go up.
Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining	a_crown_still_on_the_coins	HEARSAY. A road mender told it to somebody who told us. There was a monarch's head on the change in her hand.
Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining	an_old_quarter	WIRE. Relayed by a doctor's receptionist and not yet checked: the streets were too narrow for a car and older than any of them.
Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining	machine_age	HEARSAY. A postal sorter told it to somebody who told us. There was iron everywhere, and it was working iron, not ornament.
Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining	protected_only_recently	REPORT. Taken from a fisherman mending nets, who was reluctant: the listing is new enough that the locals still argue about the parking.
Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining	traffic_keeps_left	STATEMENT. A signalman will swear to this and to nothing else: she stepped off the kerb the wrong way and a taxi swore at her.
Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining	two_traditions_met_here	NOTE. Left for us by a road mender. Two ways of building had run into each other and the join showed.
Skara Brae	a_crown_still_on_the_coins	RUMOUR. A signalman has been paid twice for this and it has not changed: there was a monarch's head on the change in her hand.
Skara Brae	a_dug_site	REPORT. Taken from a shoeshine boy, who was reluctant: she stepped over a grid of pegs as though she knew the way through.
Skara Brae	long_dark_winter	RUMOUR. A hall porter has been paid twice for this and it has not changed: the sun did its whole business between breakfast and tea.
Skara Brae	older_than_the_records	WIRE. Relayed by a stringer for the wire service and not yet checked: nobody knows who built it, only roughly when.
Skara Brae	protected_around_the_millennium	SIGHTING. A hotel maid puts her there. The brass plaque by the gate had a date on it from about a quarter-century back.
Skara Brae	traffic_keeps_left	STATEMENT. A waiter who served her twice, who has no reason to invent it, says the traffic came at her from the side she was not watching.
Skellig Michael	far_from_the_equator	SIGHTING. A printer's apprentice saw a woman answering the description. The sun crossed low and went along the sky rather than over it.
Skellig Michael	protected_around_the_millennium	NOTE. Left for us by a tailor. The signage was of a style nobody has ordered since the early two thousands.
Skellig Michael	ringed_by_water	SIGHTING. A scene-shifter saw a woman answering the description. The last part of the journey could only be done by sea.
Skellig Michael	traffic_keeps_left	STATEMENT. A market porter will swear to this and to nothing else: the traffic came at her from the side she was not watching.
Skellig Michael	water_at_its_feet	HEARSAY. A hotel telephonist told it to somebody who told us. There was a jetty, and things arrived at it.
Skellig Michael	west_of_greenwich	REPORT. Taken from a locksmith, who was reluctant: the wire came in hours after it was sent.
Skogskyrkogården	a_crown_still_on_the_coins	STATEMENT. A postal sorter will swear to this and to nothing else: the stamps they were sold had a sovereign on them.
Skogskyrkogården	far_from_the_equator	STATEMENT. A cleaner at the terminus, who has no reason to invent it, says the light came in sideways all afternoon.
Skogskyrkogården	graves	RUMOUR. They are saying, on the word of a taxi driver, that they were standing on the dead and everybody there knew it.
Skogskyrkogården	long_dark_winter	REPORT. A postal sorter states that the summer nights up there never go properly dark.
Skogskyrkogården	protected_in_the_eighties_or_nineties	WIRE. From a ticket clerk, unconfirmed: the file on it starts in the eighties and the earlier pages are missing.
Skogskyrkogården	within_living_memory	WIRE. Relayed by a taxi driver and not yet checked: the whole thing is younger than the oldest person they spoke to.
Socotra Archipelago	a_reserve	REPORT. A stringer for the wire service states that there were more rules on the noticeboard than there were visitors.
Socotra Archipelago	in_the_arab_league	STATEMENT. A ticket clerk, who has no reason to invent it, says the country sits with the Arab League and the holidays follow it.
Socotra Archipelago	ringed_by_water	STATEMENT. A waiter who served her twice, who has no reason to invent it, says the last part of the journey could only be done by sea.
Socotra Archipelago	the_last_animals_of_their_kind	HEARSAY. A hall porter told it to somebody who told us. The whole protection of it is for the sake of things that are nearly gone.
Socotra Archipelago	thin_air	HEARSAY. A barber told it to somebody who told us. The climb left them wheezing, and they are not an old person.
Socotra Archipelago	water_at_its_feet	RUMOUR. They are saying, on the word of a bank teller, that the whole thing is arranged around a shore.
Solovetsky Islands	a_reserve	SIGHTING. A piano tuner saw a woman answering the description. There were more rules on the noticeboard than there were visitors.
Solovetsky Islands	in_eurasia	RUMOUR. A scene-shifter has been paid twice for this and it has not changed: the routing was through the middle of the Eurasian landmass.
Solovetsky Islands	long_dark_winter	REPORT. Taken from a ferry hand, who was reluctant: in December they get about four hours of daylight, and she knew it.
Solovetsky Islands	protected_in_the_eighties_or_nineties	HEARSAY. A signalman told it to somebody who told us. The file on it starts in the eighties and the earlier pages are missing.
Solovetsky Islands	ringed_by_water	HEARSAY. A tailor told it to somebody who told us. She had to take a boat, and the boat took its time.
Solovetsky Islands	water_at_its_feet	WIRE. From a locksmith, unconfirmed: there was a jetty, and things arrived at it.
Soltaniyeh	a_living_city	SIGHTING. A nurse coming off shift saw a woman answering the description. She was lost in a crowd that had somewhere else to be.
Soltaniyeh	a_president_who_governs	WIRE. From a museum guard, unconfirmed: the man on the office wall runs the country and is not decoration.
Soltaniyeh	in_the_islamic_conference	NOTE. Left for us by a bar steward. The banks shut at midday on a day our banks are busy.
Soltaniyeh	protected_around_the_millennium	NOTE. Left for us by a waiter who served her twice. The brass plaque by the gate had a date on it from about a quarter-century back.
Soltaniyeh	thin_air	SIGHTING. A schoolmaster on holiday puts her there. The climb left them wheezing, and they are not an old person.
Soltaniyeh	two_traditions_met_here	REPORT. Taken from a money changer, who was reluctant: two ways of building had run into each other and the join showed.
South China Karst	in_asia	WIRE. From a car hire clerk, unconfirmed: the manifest put her on an Asian route.
South China Karst	in_the_african_union	RUMOUR. A baggage handler has been paid twice for this and it has not changed: the country sits in the African Union and the flag was up for it.
South China Karst	one_of_the_twenty	RUMOUR. A night porter has been paid twice for this and it has not changed: the country is big enough that its interest rate is somebody else's problem.
South China Karst	protected_around_the_millennium	SIGHTING. A customs officer off duty saw a woman answering the description. The guidebooks printed before the millennium do not mention it being protected.
South China Karst	the_earth_showing_its_workings	REPORT. Taken from a bar steward, who was reluctant: the rock there is laid open and you can read it like pages.
South China Karst	you_cannot_stop_looking_at_it	STATEMENT. A watchmaker, who has no reason to invent it, says they said they stopped walking when they saw it and could not say why.
Southern Öland cultural landscape	a_crown_still_on_the_coins	REPORT. A market porter states that the stamps they were sold had a sovereign on them.
Southern Öland cultural landscape	far_from_the_equator	RUMOUR. A piano tuner has been paid twice for this and it has not changed: the sun crossed low and went along the sky rather than over it.
Southern Öland cultural landscape	long_dark_winter	STATEMENT. A boatman, who has no reason to invent it, says the summer nights up there never go properly dark.
Southern Öland cultural landscape	protected_around_the_millennium	NOTE. Left for us by a hall porter. There is a photograph in the office of the ceremony, and the clothes in it are of that decade.
Southern Öland cultural landscape	worked_land	REPORT. Taken from a coach driver, who was reluctant: there were terraces cut into a slope by hand, long ago.
Southern Öland cultural landscape	worked_the_same_way_for_centuries	SIGHTING. A bar steward puts her there. The pattern of the work has outlasted three governments.
Speyer Cathedral	a_church_or_cathedral	WIRE. From a boatman, unconfirmed: the roof inside was higher than anything outside it.
Speyer Cathedral	a_prime_minister_not_a_president	WIRE. Relayed by a railway guard and not yet checked: there were two figures on the office wall and only one of them decides.
Speyer Cathedral	far_from_the_equator	STATEMENT. A diver working the harbour, who has no reason to invent it, says she had bought a coat, and she is not a woman who feels the cold.
Speyer Cathedral	guarded_since_before_the_tourists	NOTE. Left for us by a border guard's wife. Protection came early, which is why there is anything left to protect.
Speyer Cathedral	no_passport_needed_next_door	RUMOUR. A nurse coming off shift has been paid twice for this and it has not changed: the frontier post had been turned into a cafe.
Speyer Cathedral	standing_before_the_maps	STATEMENT. A stringer for the wire service, who has no reason to invent it, says it is medieval, and it has been there longer than the country has.
Spiš Castle	a_castle	HEARSAY. A shoeshine boy told it to somebody who told us. Somebody built it to be hard to get into, and it still is.
Spiš Castle	a_ruined_city	STATEMENT. A postal sorter, who has no reason to invent it, says there were streets with no roofs left on them.
Spiš Castle	far_from_the_equator	RUMOUR. An ambulance driver has been paid twice for this and it has not changed: the sun crossed low and went along the sky rather than over it.
Spiš Castle	no_coast_in_this_country	RUMOUR. A night porter has been paid twice for this and it has not changed: nothing on any menu had come out of the water that morning.
Spiš Castle	protected_in_the_eighties_or_nineties	STATEMENT. A priest who would not give his name, who has no reason to invent it, says the file on it starts in the eighties and the earlier pages are missing.
Spiš Castle	standing_before_the_maps	STATEMENT. A market porter will swear to this and to nothing else: it has outlasted the language its builders wrote in.
Spišská Kapitula	a_living_city	HEARSAY. A laundry woman told it to somebody who told us. They lost her in it within four minutes, which tells you the size of it.
Spišská Kapitula	a_prime_minister_not_a_president	REPORT. Taken from a market porter, who was reluctant: the head of state was not the one who governs.
Spišská Kapitula	far_from_the_equator	REPORT. A girl selling cigarettes states that the trees had a proper autumn about them.
Spišská Kapitula	no_coast_in_this_country	WIRE. From a signalman, unconfirmed: the country has no navy and no reason for one.
Spišská Kapitula	no_passport_needed_next_door	REPORT. Taken from a locksmith, who was reluctant: there is no check on that border and there has not been for years.
Spišská Kapitula	standing_before_the_maps	RUMOUR. A ticket clerk has been paid twice for this and it has not changed: the stonework is of a period when nobody signed their work.
Srebarna Nature Reserve	a_reserve	WIRE. From a hotel maid, unconfirmed: they were asked to keep to the track and given a reason.
Srebarna Nature Reserve	french_is_spoken_at_the_top	WIRE. Relayed by a bar steward and not yet checked: the ministry letterhead was in French, whatever the street was in.
Srebarna Nature Reserve	guarded_since_before_the_tourists	RUMOUR. A cook has been paid twice for this and it has not changed: the file goes back further than anyone still working there.
Srebarna Nature Reserve	no_passport_needed_next_door	RUMOUR. A market porter has been paid twice for this and it has not changed: the road out of the country had no barrier across it.
Srebarna Nature Reserve	the_last_animals_of_their_kind	STATEMENT. A hotel maid, who has no reason to invent it, says there is a species in that valley and no other valley.
Srebarna Nature Reserve	within_living_memory	REPORT. Taken from a woman selling flowers, who was reluctant: there are people in the town who remember the building of it.
St Kilda	a_reserve	HEARSAY. A baggage handler told it to somebody who told us. The land is protected and there were signs saying what not to do.
St Kilda	living_things_doing_what_they_do	RUMOUR. They are saying, on the word of a museum guard, that they were told to come back in the right month to see the point of it.
St Kilda	long_dark_winter	STATEMENT. A laundry woman, who has no reason to invent it, says in December they get about four hours of daylight, and she knew it.
St Kilda	ringed_by_water	SIGHTING. A cook saw a woman answering the description. She had to take a boat, and the boat took its time.
St Kilda	water_at_its_feet	HEARSAY. A ticket clerk told it to somebody who told us. There was a jetty, and things arrived at it.
St Kilda	worked_the_same_way_for_centuries	NOTE. Left for us by a railway guard. They still do it there the way it has always been done.
Stari Grad Plain	flies_the_ring_of_stars	REPORT. A groundsman states that the queue at the airport had a lane she was entitled to use.
Stari Grad Plain	no_passport_needed_next_door	REPORT. A schoolmaster on holiday states that there is no check on that border and there has not been for years.
Stari Grad Plain	protected_only_recently	REPORT. Taken from a customs officer off duty, who was reluctant: half the people who live near it can remember when it was not protected at all.
Stari Grad Plain	two_traditions_met_here	RUMOUR. They are saying, on the word of a ticket clerk, that the arches were of one people and the tilework of another.
Stari Grad Plain	worked_land	RUMOUR. A museum guard has been paid twice for this and it has not changed: it is farmed ground, and the way it is farmed is the point.
Stari Grad Plain	worked_the_same_way_for_centuries	SIGHTING. A hall porter puts her there. The pattern of the work has outlasted three governments.
Statue of Liberty	guarded_since_before_the_tourists	REPORT. Taken from a woman selling flowers, who was reluctant: protection came early, which is why there is anything left to protect.
Statue of Liberty	in_north_america	STATEMENT. A woman selling flowers will swear to this and to nothing else: the manifest put her on a North American route.
Statue of Liberty	in_the_american_states	RUMOUR. A coach driver has been paid twice for this and it has not changed: the flags outside the ministry included the one for the hemisphere's assembly.
Statue of Liberty	thick_with_visitors	RUMOUR. They are saying, on the word of a watchmaker, that there were more people there than anywhere she has been this month.
Statue of Liberty	under_the_atlantic_treaty	RUMOUR. A shoeshine boy has been paid twice for this and it has not changed: there were aircraft overhead in the markings of an alliance.
Statue of Liberty	west_of_greenwich	SIGHTING. A postal sorter saw a woman answering the description. She was west of us and the whole day was behind.
Stevns Klint	a_crown_still_on_the_coins	RUMOUR. They are saying, on the word of a money changer, that the oath the officials swear is to a person, not a document.
Stevns Klint	far_from_the_equator	HEARSAY. An ambulance driver told it to somebody who told us. The sun crossed low and went along the sky rather than over it.
Stevns Klint	long_dark_winter	NOTE. Left for us by a watchmaker. The sun did its whole business between breakfast and tea.
Stevns Klint	no_passport_needed_next_door	STATEMENT. A cook, who has no reason to invent it, says the frontier post had been turned into a cafe.
Stevns Klint	protected_only_recently	REPORT. A hotel telephonist states that the fence was recent, the posts were not yet weathered, and it was all official.
Stevns Klint	the_earth_showing_its_workings	RUMOUR. A taxi driver has been paid twice for this and it has not changed: the rock there is laid open and you can read it like pages.
Stoclet Palace	a_federation_of_states	WIRE. Relayed by a photographer touting for trade and not yet checked: the law changed under her when she crossed a line inside the country.
Stoclet Palace	far_from_the_equator	WIRE. Relayed by a cleaner at the terminus and not yet checked: the trees had a proper autumn about them.
Stoclet Palace	french_is_spoken_at_the_top	STATEMENT. A scene-shifter will swear to this and to nothing else: the official who stamped their form did it in French.
Stoclet Palace	protected_around_the_millennium	STATEMENT. A barber will swear to this and to nothing else: the brass plaque by the gate had a date on it from about a quarter-century back.
Stoclet Palace	somebody_made_this_by_hand	SIGHTING. A ticket clerk saw a woman answering the description. Whatever it is, a person made it, and made it better than they had to.
Stoclet Palace	within_living_memory	REPORT. Taken from a ferry hand, who was reluctant: there are people in the town who remember the building of it.
Stone Town	a_living_city	RUMOUR. A money changer has been paid twice for this and it has not changed: they lost her in it within four minutes, which tells you the size of it.
Stone Town	in_africa	SIGHTING. A coach driver puts her there. The money that changed hands was African money.
Stone Town	something_famous_happened_here	SIGHTING. A car hire clerk saw a woman answering the description. The place is famous for an event rather than for the look of it.
Stone Town	south_of_the_line	SIGHTING. A ferry hand puts her there. It was the wrong month entirely for the weather she was dressed for.
Stone Town	the_old_empire_in_common	REPORT. A photographer touting for trade states that the country still sends a team to the same games we do.
Stone Town	traffic_keeps_left	WIRE. From a boatman, unconfirmed: the driver sat on the side she keeps her handbag.
Stone spheres of Costa Rica	a_dug_site	WIRE. Relayed by a museum guard and not yet checked: everything coming out of the ground was going into labelled trays.
Stone spheres of Costa Rica	an_old_quarter	STATEMENT. A watchmaker will swear to this and to nothing else: you cannot change a window there without asking somebody.
Stone spheres of Costa Rica	in_north_america	REPORT. A nurse coming off shift states that the postmark was North American.
Stone spheres of Costa Rica	in_the_american_states	RUMOUR. A boatman has been paid twice for this and it has not changed: the country belongs to the organisation of the Americas and the paperwork shows it.
Stone spheres of Costa Rica	inside_the_tropics	STATEMENT. A bookseller, who has no reason to invent it, says the heat came straight down rather than across.
Stone spheres of Costa Rica	west_of_greenwich	STATEMENT. A ferry hand, who has no reason to invent it, says her morning had not started when ours was finishing.
Stonehenge	a_crown_still_on_the_coins	RUMOUR. They are saying, on the word of a bar steward, that there was a monarch's head on the change in her hand.
Stonehenge	a_dug_site	SIGHTING. A diver working the harbour puts her there. The site hut had a plan of the dig pinned up and a kettle.
Stonehenge	glass_cases	SIGHTING. A laundry woman saw a woman answering the description. A guard was watching her from the corner of a room full of exhibits.
Stonehenge	older_than_the_records	HEARSAY. A stringer for the wire service told it to somebody who told us. It was old before anyone there could write it down.
Stonehenge	somebody_made_this_by_hand	STATEMENT. A barber will swear to this and to nothing else: there is no machine that could have done that and there was none.
Stonehenge	thick_with_visitors	WIRE. From a tailor, unconfirmed: the queue was an hour long and she stood in all of it.
Stora Sjöfallet National Park	a_crown_still_on_the_coins	SIGHTING. A photographer touting for trade puts her there. The country still keeps a crown, whatever else it has changed.
Stora Sjöfallet National Park	a_garden	REPORT. An ambulance driver states that somebody had decided where every tree in it would stand, a long time ago.
Stora Sjöfallet National Park	a_national_park	STATEMENT. A piano tuner will swear to this and to nothing else: the whole of it is a national park and she needed a permit.
Stora Sjöfallet National Park	long_dark_winter	WIRE. From a nurse coming off shift, unconfirmed: in December they get about four hours of daylight, and she knew it.
Stora Sjöfallet National Park	protected_around_the_millennium	WIRE. From a schoolmaster on holiday, unconfirmed: the guidebooks printed before the millennium do not mention it being protected.
Stora Sjöfallet National Park	within_living_memory	WIRE. Relayed by a boatman and not yet checked: the photographs of its construction are photographs, not engravings.
Struve Geodetic Arc	a_president_who_governs	RUMOUR. They are saying, on the word of a ticket clerk, that there was one portrait in every room and it was the same man.
Struve Geodetic Arc	far_from_the_equator	SIGHTING. A scene-shifter saw a woman answering the description. The light came in sideways all afternoon.
Struve Geodetic Arc	no_coast_in_this_country	SIGHTING. A money changer saw a woman answering the description. The nearest port was a border crossing and two days away.
Struve Geodetic Arc	protected_around_the_millennium	NOTE. Left for us by a piano tuner. The guidebooks printed before the millennium do not mention it being protected.
Struve Geodetic Arc	something_famous_happened_here	WIRE. Relayed by a bus conductor and not yet checked: the guide spent their whole talk on one afternoon in the place's history.
Struve Geodetic Arc	two_traditions_met_here	NOTE. Left for us by a bank teller. The arches were of one people and the tilework of another.
Studenica monastery	a_monastery	WIRE. Relayed by a bus conductor and not yet checked: there was a community living behind a wall on a rule and a timetable.
Studenica monastery	no_coast_in_this_country	NOTE. Left for us by a bar steward. Nothing on any menu had come out of the water that morning.
Studenica monastery	protected_in_the_eighties_or_nineties	SIGHTING. A chemist saw a woman answering the description. The preservation order is about forty years old and the paperwork is typed.
Studenica monastery	somebody_made_this_by_hand	SIGHTING. A woman selling flowers saw a woman answering the description. It is the sort of thing people travel to look at because of the making.
Studenica monastery	something_famous_happened_here	HEARSAY. A customs officer off duty told it to somebody who told us. Something happened there that everyone has heard of.
Studenica monastery	standing_before_the_maps	SIGHTING. An ambulance driver puts her there. It has outlasted the language its builders wrote in.
Su Nuraxi di Barumini	a_dug_site	RUMOUR. A lighthouse keeper has been paid twice for this and it has not changed: there were students on their knees with trowels and small brushes.
Su Nuraxi di Barumini	a_garden	WIRE. Relayed by a photographer touting for trade and not yet checked: it is kept, and keeping it is somebody's whole job.
Su Nuraxi di Barumini	glass_cases	REPORT. Taken from a car hire clerk, who was reluctant: a guard was watching her from the corner of a room full of exhibits.
Su Nuraxi di Barumini	no_passport_needed_next_door	HEARSAY. A customs officer off duty told it to somebody who told us. The frontier post had been turned into a cafe.
Su Nuraxi di Barumini	protected_around_the_millennium	STATEMENT. A car hire clerk will swear to this and to nothing else: the warden's post there was created about twenty-five years ago and they are only the second to hold it.
Su Nuraxi di Barumini	somebody_made_this_by_hand	SIGHTING. A bank teller saw a woman answering the description. You could see the tool marks if you got close, and they did.
Sukur	in_africa	NOTE. Left for us by a customs broker. The postmark on the envelope was African.
Sukur	in_the_islamic_conference	WIRE. Relayed by a stringer for the wire service and not yet checked: the year on the newspaper was not the year on their watch.
Sukur	something_famous_happened_here	REPORT. Taken from a ferry hand, who was reluctant: the guide spent their whole talk on one afternoon in the place's history.
Sukur	the_old_empire_in_common	STATEMENT. A priest who would not give his name, who has no reason to invent it, says the forms they filled in were laid out exactly like the forms at home.
Sukur	worked_land	STATEMENT. A bookseller will swear to this and to nothing else: it is farmed ground, and the way it is farmed is the point.
Sukur	worked_the_same_way_for_centuries	REPORT. Taken from a nun, who was reluctant: the tools in the shed were the same shape as the tools in the museum.
Sulaiman-Too	a_mountain	WIRE. From an ambulance driver, unconfirmed: she was carrying boots and using them.
Sulaiman-Too	in_the_islamic_conference	SIGHTING. A stringer for the wire service puts her there. The public holidays followed a calendar that is not ours.
Sulaiman-Too	no_coast_in_this_country	REPORT. A museum guard states that the nearest port was a border crossing and two days away.
Sulaiman-Too	protected_only_recently	SIGHTING. A waiter who served her twice saw a woman answering the description. The warden had been in post since it was listed, and that was not long.
Sulaiman-Too	something_famous_happened_here	RUMOUR. They are saying, on the word of a bar steward, that there was a plaque, and the plaque was the reason anyone came.
Sulaiman-Too	worked_land	REPORT. A cook states that there were terraces cut into a slope by hand, long ago.
Summer Palace	in_asia	SIGHTING. A watchmaker saw a woman answering the description. The postmark was Asian.
Summer Palace	in_the_african_union	SIGHTING. A boatman saw a woman answering the description. A summit of the Union was being advertised on every hoarding.
Summer Palace	protected_around_the_millennium	STATEMENT. A priest who would not give his name will swear to this and to nothing else: the guidebooks printed before the millennium do not mention it being protected.
Summer Palace	royal_rooms	RUMOUR. A baggage handler has been paid twice for this and it has not changed: somebody grand had this built to be looked at, and it was.
Summer Palace	somebody_made_this_by_hand	SIGHTING. A car hire clerk saw a woman answering the description. There is no machine that could have done that and there was none.
Summer Palace	two_traditions_met_here	REPORT. Taken from a schoolmaster on holiday, who was reluctant: two ways of building had run into each other and the join showed.
Sundarbans National Park	a_garden	SIGHTING. A hall porter puts her there. Everything green in it had been put there on purpose.
Sundarbans National Park	a_national_park	REPORT. Taken from a stringer for the wire service, who was reluctant: the boundary was on the map in green and enforced.
Sundarbans National Park	living_things_doing_what_they_do	HEARSAY. A nun told it to somebody who told us. The place is kept for a process rather than a thing -- a migration, a spawning, a slow return.
Sundarbans National Park	protected_in_the_eighties_or_nineties	SIGHTING. A nurse coming off shift saw a woman answering the description. There is a commemorative photograph on the office wall and the haircuts date it.
Sundarbans National Park	the_last_animals_of_their_kind	REPORT. A chemist states that the whole protection of it is for the sake of things that are nearly gone.
Sundarbans National Park	within_living_memory	RUMOUR. A baggage handler has been paid twice for this and it has not changed: it is new enough that somebody alive watched it go up.
Suomenlinna	long_dark_winter	SIGHTING. A baggage handler puts her there. The sun did its whole business between breakfast and tea.
Suomenlinna	protected_in_the_eighties_or_nineties	RUMOUR. A waiter who served her twice has been paid twice for this and it has not changed: the plaque is of that period when everything was set in a particular sans-serif.
Suomenlinna	ringed_by_water	RUMOUR. A coach driver has been paid twice for this and it has not changed: there was water on every side of it and no bridge.
Suomenlinna	standing_water	REPORT. Taken from a boatman, who was reluctant: the far shore was a line you had to squint at.
Suomenlinna	walls_and_gates	WIRE. Relayed by a shoeshine boy and not yet checked: the town has a wall round it and gates that still shut.
Suomenlinna	water_at_its_feet	RUMOUR. They are saying, on the word of a signalman, that the whole thing is arranged around a shore.
Surtsey	a_reserve	REPORT. A scene-shifter states that there were more rules on the noticeboard than there were visitors.
Surtsey	living_things_doing_what_they_do	REPORT. Taken from a night porter, who was reluctant: the wardens talk about it as a timetable rather than a place.
Surtsey	long_dark_winter	SIGHTING. A customs officer off duty puts her there. The summer nights up there never go properly dark.
Surtsey	ringed_by_water	NOTE. Left for us by a customs broker. There was water on every side of it and no bridge.
Surtsey	water_at_its_feet	REPORT. A ticket clerk states that there was a jetty, and things arrived at it.
Surtsey	within_living_memory	STATEMENT. A lighthouse keeper, who has no reason to invent it, says the whole thing is younger than the oldest person they spoke to.
Susa	a_dug_site	WIRE. From a customs broker, unconfirmed: there were students on their knees with trowels and small brushes.
Susa	a_living_city	SIGHTING. A waiter who served her twice puts her there. There were schoolchildren, and offices, and a rush hour she used.
Susa	a_ruined_city	WIRE. From a stringer for the wire service, unconfirmed: there were streets with no roofs left on them.
Susa	in_the_islamic_conference	STATEMENT. A barber, who has no reason to invent it, says the conference's emblem was on the ministry gate.
Susa	older_than_the_records	REPORT. A lighthouse keeper states that it predates every record of the people who now live around it.
Susa	somebody_made_this_by_hand	WIRE. From a cook, unconfirmed: whatever it is, a person made it, and made it better than they had to.
Svalbard Global Seed Vault	a_crown_still_on_the_coins	RUMOUR. A night porter has been paid twice for this and it has not changed: the stamps they were sold had a sovereign on them.
Svalbard Global Seed Vault	far_from_the_equator	STATEMENT. A cook will swear to this and to nothing else: the sun crossed low and went along the sky rather than over it.
Svalbard Global Seed Vault	in_the_council_of_europe	SIGHTING. A woman selling flowers puts her there. There was a court in Strasbourg she could have appealed to.
Svalbard Global Seed Vault	long_dark_winter	WIRE. Relayed by a coach driver and not yet checked: in December they get about four hours of daylight, and she knew it.
Svalbard Global Seed Vault	no_passport_needed_next_door	SIGHTING. A schoolmaster on holiday puts her there. There is no check on that border and there has not been for years.
Svalbard Global Seed Vault	within_living_memory	WIRE. Relayed by a printer's apprentice and not yet checked: there are people in the town who remember the building of it.
Sviyazhsk Assumption Monastery	a_monastery	WIRE. Relayed by a laundry woman and not yet checked: there was a community living behind a wall on a rule and a timetable.
